GroupCode,GroupName,UnitCode,UnitName,SiteCode,SiteName,PlotType,CommunityType,PlotName,Label,BoltLatitude,BoltLongitude,LatLong_Datum,BM_UTM_E,BM_UTM_N,BM_UTM_Datum,BM_UTM_Zone,Bolt_NAVD88_Elev,Bolt_MLLW_Elev,Notes,IsBoltCUI
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Temperature Logger,Not Applicable,TEMP1,TEMP 1 label,44.29815084,-68.20793518,WGS84,563133.48,4905293.24,NAD83,19,-1.478000045,-0.419999987,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Temperature Logger,Not Applicable,TEMP2,TEMP 2,44.29802784,-68.20788808,WGS84,563133.48,4905293.24,NAD83,19,-0.907999992,0.150000006,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Temperature Logger,Not Applicable,TEMP2,TEMP 2 label,44.29802741,-68.20788963,WGS84,563133.48,4905293.24,NAD83,19,-0.968999982,0.089000002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Temperature Logger,Not Applicable,TEMP3,TEMP 3,44.29813597,-68.2080216,WGS84,563133.48,4905293.24,NAD83,19,-1.16900003,-0.111000001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Temperature Logger,Not Applicable,TEMP3,TEMP 3 label,44.29813602,-68.20802072,WGS84,563133.48,4905293.24,NAD83,19,-1.218000054,-0.159999996,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X1,X1n bolt,44.29833862,-68.2074927,WGS84,563133.48,4905293.24,NAD83,19,0.163000003,1.220999956,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X1,X1n label,44.29833885,-68.20749337,WGS84,563133.48,4905293.24,NAD83,19,0.116999999,1.174999952,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X1,X1s bolt,44.29839285,-68.20739451,WGS84,563133.48,4905293.24,NAD83,19,0.523000002,1.58099997,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X1,X1s label,44.29839293,-68.20739382,WGS84,563133.48,4905293.24,NAD83,19,0.507000029,1.565000057,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X2,X2n bolt,44.29823485,-68.20781473,WGS84,563133.48,4905293.24,NAD83,19,-0.199000001,0.859000027,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X2,X2n label,44.2982359,-68.20781457,WGS84,563133.48,4905293.24,NAD83,19,-0.131999999,0.925999999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X2,X2s bolt,44.29814524,-68.2078082,WGS84,563133.48,4905293.24,NAD83,19,-1.281000018,-0.223000005,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X2,X2s label,44.29814507,-68.20780745,WGS84,563133.48,4905293.24,NAD83,19,-1.274000049,-0.216000006,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X3,X3n bolt,44.29806102,-68.20838954,WGS84,563133.48,4905293.24,NAD83,19,1.529999971,2.588000059,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X3,X3n label,44.29806119,-68.20838333,WGS84,563133.48,4905293.24,NAD83,19,1.440000057,2.497999907,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X3,X3s bolt,44.29798338,-68.20832466,WGS84,563133.48,4905293.24,NAD83,19,0.481999993,1.539999962,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITHUN,Little Hunter,Band Transect,Echinoderms,X3,X3s label,44.29798309,-68.20832441,WGS84,563133.48,4905293.24,NAD83,19,0.463999987,1.521999955,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A1,A1 bolt 01,44.33136573,-68.04850477,WGS84,575829.73,4909096.01,NAD83,19,0.559000015,1.616999984,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A1,A1 bolt 02,44.33137167,-68.04850072,WGS84,575829.73,4909096.01,NAD83,19,0.510999978,1.569000006,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A1,A1 bolt 03,44.33136971,-68.0484951,WGS84,575829.73,4909096.01,NAD83,19,0.467999995,1.526000023,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A1,A1 bolt 04,44.33136365,-68.04849952,WGS84,575829.73,4909096.01,NAD83,19,0.407999992,1.465999961,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A1,A1 label,44.33136561,-68.04850541,WGS84,575829.73,4909096.01,NAD83,19,0.556999981,1.61500001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A2,A2 bolt 01,44.33136737,-68.04843938,WGS84,575829.73,4909096.01,NAD83,19,0.213,1.271000028,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A2,A2 bolt 02,44.33136762,-68.04842991,WGS84,575829.73,4909096.01,NAD83,19,0.209000006,1.26699996,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A2,A2 bolt 03,44.33136325,-68.04842987,WGS84,575829.73,4909096.01,NAD83,19,0.048999999,1.106999993,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A2,A2 bolt 04,44.33136296,-68.04843897,WGS84,575829.73,4909096.01,NAD83,19,0.017000001,1.075000048,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A2,A2 label,44.33136809,-68.04844018,WGS84,575829.73,4909096.01,NAD83,19,0.229000002,1.286999941,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A3,A3 bolt 01,44.33132657,-68.0483804,WGS84,575829.73,4909096.01,NAD83,19,0.195999995,1.253999949,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A3,A3 bolt 02,44.33132546,-68.04837069,WGS84,575829.73,4909096.01,NAD83,19,0.231000006,1.289000034,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A3,A3 bolt 03,44.33132106,-68.04837206,WGS84,575829.73,4909096.01,NAD83,19,0.131999999,1.190000057,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A3,A3 bolt 04,44.3313221,-68.0483812,WGS84,575829.73,4909096.01,NAD83,19,0.192000002,1.25,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A3,A3 label,44.33132762,-68.04838178,WGS84,575829.73,4909096.01,NAD83,19,0.178000003,1.235999942,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A4,A4 bolt 01,44.33131414,-68.04842039,WGS84,575829.73,4909096.01,NAD83,19,0.375,1.432999969,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A4,A4 bolt 02,44.33131529,-68.04842955,WGS84,575829.73,4909096.01,NAD83,19,0.296000004,1.353999972,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A4,A4 bolt 03,44.33131974,-68.04842852,WGS84,575829.73,4909096.01,NAD83,19,0.256000012,1.31400001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A4,A4 bolt 04,44.33131876,-68.04841939,WGS84,575829.73,4909096.01,NAD83,19,0.393999994,1.452000022,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A4,A4 label,44.33131321,-68.04842107,WGS84,575829.73,4909096.01,NAD83,19,0.342999995,1.401000023,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A5,A5 bolt 01,44.33132364,-68.04853944,WGS84,575829.73,4909096.01,NAD83,19,0.191,1.248999953,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A5,A5 bolt 02,44.3313277,-68.04854668,WGS84,575829.73,4909096.01,NAD83,19,0.291000009,1.348999977,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A5,A5 bolt 03,44.33133121,-68.04854326,WGS84,575829.73,4909096.01,NAD83,19,0.112999998,1.171000004,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A5,A5 bolt 04,44.33132719,-68.04853597,WGS84,575829.73,4909096.01,NAD83,19,-0.011,1.047000051,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Ascophyllum,A5,A5 label,44.33132306,-68.0485392,WGS84,575829.73,4909096.01,NAD83,19,0.178000003,1.235999942,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B1,B1 bolt 01,44.33118739,-68.04841069,WGS84,575829.73,4909096.01,NAD83,19,1.697000027,2.755000114,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B1,B1 bolt 02,44.3311922,-68.04840391,WGS84,575829.73,4909096.01,NAD83,19,1.697000027,2.755000114,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B1,B1 bolt 03,44.33118885,-68.0483996,WGS84,575829.73,4909096.01,NAD83,19,1.677000046,2.734999895,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B1,B1 bolt 04,44.33118422,-68.04840603,WGS84,575829.73,4909096.01,NAD83,19,1.675999999,2.733999968,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B1,B1 label,44.33118692,-68.04841201,WGS84,575829.73,4909096.01,NAD83,19,1.667000055,2.724999905,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B2,B2 bolt 01,44.33114884,-68.04839459,WGS84,575829.73,4909096.01,NAD83,19,1.27699995,2.335000038,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B2,B2 bolt 02,44.33115517,-68.04839211,WGS84,575829.73,4909096.01,NAD83,19,1.343999982,2.40199995,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B2,B2 bolt 03,44.33115389,-68.04838603,WGS84,575829.73,4909096.01,NAD83,19,1.276000023,2.334000111,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B2,B2 bolt 04,44.33114762,-68.04838873,WGS84,575829.73,4909096.01,NAD83,19,1.24000001,2.298000097,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B2,B2 label,44.33114859,-68.04839643,WGS84,575829.73,4909096.01,NAD83,19,1.284000039,2.342000008,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B3,B3 bolt 01,44.33112631,-68.04837385,WGS84,575829.73,4909096.01,NAD83,19,0.782000005,1.840000033,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B3,B3 bolt 02,44.3311329,-68.04837129,WGS84,575829.73,4909096.01,NAD83,19,0.875,1.932999969,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B3,B3 bolt 03,44.33113167,-68.04836532,WGS84,575829.73,4909096.01,NAD83,19,0.879000008,1.937000036,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B3,B3 bolt 04,44.33112498,-68.04836785,WGS84,575829.73,4909096.01,NAD83,19,0.828999996,1.886999965,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B3,B3 label,44.33112582,-68.04837484,WGS84,575829.73,4909096.01,NAD83,19,0.763999999,1.822000027,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B4,B4 bolt 01,44.33111993,-68.04834173,WGS84,575829.73,4909096.01,NAD83,19,0.910000026,1.968000054,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B4,B4 bolt 02,44.33112468,-68.04833528,WGS84,575829.73,4909096.01,NAD83,19,0.810000002,1.868000031,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B4,B4 bolt 03,44.33112153,-68.04833094,WGS84,575829.73,4909096.01,NAD83,19,0.717999995,1.776000023,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B4,B4 bolt 04,44.33111671,-68.04833741,WGS84,575829.73,4909096.01,NAD83,19,0.795000017,1.853000045,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B4,B4 label,44.33112012,-68.04834314,WGS84,575829.73,4909096.01,NAD83,19,0.915000021,1.97300005,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B5,B5 bolt 01,44.33102857,-68.04844787,WGS84,575829.73,4909096.01,NAD83,19,1.516000032,2.573999882,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B5,B5 bolt 02,44.33103352,-68.0484413,WGS84,575829.73,4909096.01,NAD83,19,1.539000034,2.596999884,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B5,B5 bolt 03,44.33103038,-68.04843672,WGS84,575829.73,4909096.01,NAD83,19,1.442000031,2.5,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B5,B5 bolt 04,44.33102555,-68.04844313,WGS84,575829.73,4909096.01,NAD83,19,1.43900001,2.496999979,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Barnacle,B5,B5 label,44.33102861,-68.04844953,WGS84,575829.73,4909096.01,NAD83,19,1.501000047,2.559000015,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F1,F1 bolt 01,44.33173161,-68.04778025,WGS84,575829.73,4909096.01,NAD83,19,0.305000007,1.363000035,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F1,F1 bolt 02,44.33173783,-68.04777839,WGS84,575829.73,4909096.01,NAD83,19,0.250999987,1.309000015,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F1,F1 bolt 03,44.3317368,-68.04777211,WGS84,575829.73,4909096.01,NAD83,19,0.224999994,1.282999992,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F1,F1 bolt 04,44.33173008,-68.0477741,WGS84,575829.73,4909096.01,NAD83,19,0.287,1.345000029,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F1,F1 label,44.33173057,-68.0477811,WGS84,575829.73,4909096.01,NAD83,19,0.296000004,1.353999972,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F2,F2 bolt 01,44.33170454,-68.04780543,WGS84,575829.73,4909096.01,NAD83,19,0.188999996,1.246999979,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F2,F2 bolt 02,44.33171085,-68.04780197,WGS84,575829.73,4909096.01,NAD83,19,0.246000007,1.30400002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F2,F2 bolt 03,44.33170919,-68.04779599,WGS84,575829.73,4909096.01,NAD83,19,0.216000006,1.274000049,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F2,F2 bolt 04,44.33170307,-68.04779915,WGS84,575829.73,4909096.01,NAD83,19,0.173999995,1.231999993,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F2,F2 label,44.33170502,-68.04780736,WGS84,575829.73,4909096.01,NAD83,19,0.180000007,1.238000035,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F3,F3 bolt 01,44.33166944,-68.04786678,WGS84,575829.73,4909096.01,NAD83,19,0.351000011,1.409000039,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F3,F3 bolt 02,44.33167514,-68.04786248,WGS84,575829.73,4909096.01,NAD83,19,0.257999986,1.315999985,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F3,F3 bolt 03,44.33167299,-68.04785734,WGS84,575829.73,4909096.01,NAD83,19,0.182999998,1.241000056,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F3,F3 bolt 04,44.33166711,-68.04786121,WGS84,575829.73,4909096.01,NAD83,19,0.287,1.345000029,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F3,F3 label,44.33166981,-68.04786728,WGS84,575829.73,4909096.01,NAD83,19,0.307000011,1.36500001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F4,F4 bolt 01,44.33161189,-68.04790021,WGS84,575829.73,4909096.01,NAD83,19,-0.230000004,0.828000009,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F4,F4 bolt 02,44.33161802,-68.04789628,WGS84,575829.73,4909096.01,NAD83,19,-0.089000002,0.968999982,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F4,F4 bolt 03,44.33161617,-68.04789052,WGS84,575829.73,4909096.01,NAD83,19,-0.088,0.970000029,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F4,F4 bolt 04,44.33160997,-68.04789417,WGS84,575829.73,4909096.01,NAD83,19,-0.247999996,0.810000002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F4,F4 label,44.33161187,-68.04790127,WGS84,575829.73,4909096.01,NAD83,19,-0.246999994,0.81099999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F5,F5 bolt 01,44.33159189,-68.04788803,WGS84,575829.73,4909096.01,NAD83,19,-0.527999997,0.529999971,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F5,F5 bolt 02,44.33159847,-68.04788637,WGS84,575829.73,4909096.01,NAD83,19,-0.416000009,0.64200002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F5,F5 bolt 03,44.33159793,-68.04787982,WGS84,575829.73,4909096.01,NAD83,19,-0.497999996,0.560000002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F5,F5 bolt 04,44.33159146,-68.04788189,WGS84,575829.73,4909096.01,NAD83,19,-0.601000011,0.456999987,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Fucus,F5,F5 label,44.33159183,-68.04788905,WGS84,575829.73,4909096.01,NAD83,19,-0.559000015,0.499000013,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Benchmark,Not Applicable,BM,Little Moose BM,44.33116937,-68.04888153,WGS84,575829.73,4909096.01,NAD83,19,5.65899992,6.717000008,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R1,R1 bolt 01,44.33116375,-68.04819811,WGS84,575829.73,4909096.01,NAD83,19,-0.913999975,0.143999994,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R1,R1 bolt 02,44.3311675,-68.04819072,WGS84,575829.73,4909096.01,NAD83,19,-0.894999981,0.163000003,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R1,R1 bolt 03,44.33116373,-68.04818717,WGS84,575829.73,4909096.01,NAD83,19,-1.021999955,0.035999998,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R1,R1 bolt 04,44.33116008,-68.04819489,WGS84,575829.73,4909096.01,NAD83,19,-1.019999981,0.037999999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R1,R1 label,44.33116251,-68.04819928,WGS84,575829.73,4909096.01,NAD83,19,-0.957000017,0.101000004,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R2,R2 bolt 01,44.33113174,-68.04819659,WGS84,575829.73,4909096.01,NAD83,19,-0.91900003,0.138999999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R2,R2 bolt 02,44.33113796,-68.04819304,WGS84,575829.73,4909096.01,NAD83,19,-0.950999975,0.107000001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R2,R2 bolt 03,44.33113651,-68.04818766,WGS84,575829.73,4909096.01,NAD83,19,-0.990999997,0.067000002,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R2,R2 bolt 04,44.33113029,-68.04819078,WGS84,575829.73,4909096.01,NAD83,19,-0.944000006,0.114,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R2,R2 label,44.33113165,-68.04819751,WGS84,575829.73,4909096.01,NAD83,19,-0.93599999,0.122000001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R3,R3 bolt 01,44.33112457,-68.04821433,WGS84,575829.73,4909096.01,NAD83,19,-0.927999973,0.129999995,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R3,R3 bolt 02,44.33112906,-68.04820758,WGS84,575829.73,4909096.01,NAD83,19,-0.944000006,0.114,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R3,R3 bolt 03,44.33112601,-68.04820348,WGS84,575829.73,4909096.01,NAD83,19,-0.970000029,0.088,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R3,R3 bolt 04,44.33112134,-68.0482098,WGS84,575829.73,4909096.01,NAD83,19,-0.957000017,0.101000004,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R3,R3 label,44.33112503,-68.04821515,WGS84,575829.73,4909096.01,NAD83,19,-0.954999983,0.103,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R4,R4 bolt 01,44.33109209,-68.0482239,WGS84,575829.73,4909096.01,NAD83,19,-0.901000023,0.157000005,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R4,R4 bolt 02,44.33109892,-68.0482209,WGS84,575829.73,4909096.01,NAD83,19,-0.948000014,0.109999999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R4,R4 bolt 03,44.33109722,-68.04821471,WGS84,575829.73,4909096.01,NAD83,19,-0.971000016,0.086999997,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R4,R4 bolt 04,44.33109087,-68.04821777,WGS84,575829.73,4909096.01,NAD83,19,-0.935000002,0.123000003,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R4,R4 label,44.33109167,-68.04822436,WGS84,575829.73,4909096.01,NAD83,19,-0.91900003,0.138999999,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R5,R5 bolt 01,44.33106938,-68.04823798,WGS84,575829.73,4909096.01,NAD83,19,-1.210999966,-0.152999997,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R5,R5 bolt 02,44.33107497,-68.04823344,WGS84,575829.73,4909096.01,NAD83,19,-1.097000003,-0.039000001,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R5,R5 bolt 03,44.33107312,-68.04822788,WGS84,575829.73,4909096.01,NAD83,19,-1.15199995,-0.093999997,,FALSE
NETN,Northeast Temperate Network,ACAD,Acadia National Park,LITMOO,Little Moose,Photoplot,Red Algae,R5,R5 bolt 04,44.33106721,-68.0482323,WGS84,575829.73,4909096.01,NAD83,19,-1.202000022,-0.143999994,,FALSE
